text,sentiment
aplikasi ya guna ajar,Positif
hai suka game bahasa,Positif
mudah,Positif
paham bahasa bahasacocok anak sekolamudah gratis,Positif
bagus banget bahasa inggris,Positif
seru ajar bahasa mudah hafal,Positif
bantu ajar mudah paham tingkat ya bagus kalih mula mahir sesuai,Positif
aplikasi bagus ajar asik seru,Positif
bagus ajar asik,Positif
pakai energy,Negatif
senang,Positif
bagus keren ajar bahasa inggris mantap aplikasi sangatsangat bagus,Positif
harga guna orang indonesia,Netral
main bagus ajar main,Positif
opsi partisipasi leaderboard mau ajar santai saing,Netral
membe rikan motivasi semangat ajar,Positif
bantu,Positif
ajar bahasa asing bayar,Positif
bantu bingung cari metode cepat kursus,Positif
bagus keren ajar bahasa jepang,Positif
iklan ya menggangu,Negatif
bantu,Positif
amaziinggg,Netral
seru bikin bahasa inggris,Positif
bagus cocok usia english is fun,Negatif
duolingo hafal bahasa,Positif
semangat ajar,Positif
bagus banget ulang b inggris ku,Positif
mama,Netral
bintang energi hati sumpah enak banget tolong balikin fitue hati energi,Negatif
bagus banget bantu,Positif
seru banget energi habis main seruuuu bangettttttttttt,Netral
this apk is very very nice,Negatif
suka bantu,Positif
fitur energi jujur jelek banget ngerepotin kurang mending nyawa deh,Negatif
singkat terima kasih duolingo,Positif
sangatsangat bagus ajar bahasa inggrisjepangkorea dll langsung download download aplikasi duolingo,Positif
bagus seru,Positif
sanga bantu ajar ku senang,Positif
keren,Netral
cocok ajar bahasa inggris terima kasih developer,Positif
suka dualingo,Netral
tau mantap,Netral
bagus banget aplikasi banget bantu ajar iklan tolong rang,Positif
isi energi nya cak manoo,Negatif
bantu ajar,Positif
bagus aplikasi,Positif
ajar ragam bahasa,Positif
ajar inggris gua gampang,Positif
there is have some lgbt question now lu pakai me more lazy when lu pakai the system using energy better heart tahan using energy,Negatif
senang mudah erti,Positif
bantu suka,Positif
oke,Netral
balajar kayak seru cepat paham kayak sekolah,Positif
duolingo cocok ajar bahasa,Positif
sangatt bantu ajar soall bahasaa dann matematika kasih bintang ya bagus banget ajar matematika ya susahh,Positif
mudah ajar seru unik,Positif
bagus banget,Positif
bagus banget lumayan bahasa inggris aplikasi ya seru lucu,Positif
enak ajar bahasa inggris duolingo suka banget ajar bahasa inggris,Positif
better use the heart tahan energy,Negatif
give me back the hearts plsss i dont like the energy,Negatif
maksa banget main paksa mainin,Netral
bagus semangat ajar,Positif
suka banget ajar bahasa fitur kagi,Positif
bagus banget,Positif
aplikasi ya seru bikin semangat ajar,Positif
apa capitalis banget bayar kapai pakai sistem bateraiudh pakai sistem heart kikir banget,Negatif
aplikasi bagus ajar bahasa inggriskoreajepang dllsangat bantu ajar bahasa inggris,Positif
good application,Negatif
bagus aplikasi ajar bahasa baik umur hidup bintang,Positif
terimakasih duolingo tau ajar matematika,Positif
bahasa korea,Positif
seru banget ajar bahasa bermainn seru banget inti,Positif
bagus banget bahasa inggris,Positif
bantu ajar n bahasa saran ku bikin akun email ya ganti nomor hp biar mudah duolingo,Positif
app seru senang opsi etik dll,Positif
ajar,Positif
bintang,Netral
bahasa inggris bahasa ajar bahasa thailand india,Positif
sangka game ajar seru itugg,Positif
suka duolingo ajar bebas salah,Positif
bagus coba minggu gratis yeyy,Positif
aplikasi ajar bahasa inggris,Positif
allhamdulilah ajar bahasa jepang lancar makasihh aplikasi duolingo ya,Positif
turut bagus sih cuman hati ya habis capek beli ya mending beli super,Negatif
what are you doing replacing that heart with silly energy is not cool,Negatif
bantu terimakasih apk duolingo,Positif
semangat ajar teman tanin bantu,Positif
bagus banget membantuu banget anak ajar,Positif
suka aplikasi aplikasi ya bantu ajar bahasa,Positif
seru ajar gratis duolingo,Positif
bahasa inggris good job,Netral
energy system,Negatif
ajar binggris mudahhhhhhh seru poll,Positif
alhamdulillah,Netral
gila bagus banget ajar bahasa inggris,Positif
sedih,Netral
bantu ku ajar,Positif
ajar bahasa cina lancar duolinggo,Positif
bagus ajar mula,Positif
bagus banget seru bikin bosan saran banget sih ajar bahasa asing pokok i love you banget deh duolingo,Positif
ajar terimakasih duooo,Positif
the best game sok i like this game you is sok best,Negatif
bagus,Positif
keren sekaliii bantu,Positif
bagus,Positif
makasihh banyakk ya duolingo berkat tau b koreaaa makasihh ya,Positif
aplikasi bagus tau bahasa inggris,Positif
app ajar tarik,Netral
apk bahasa inggris and mandarin perlu kerja thankyou duolingo i like you,Negatif
bagus banget erti bahasa inggris les,Positif
bagus banget,Positif
bantu tahan,Netral
aplikasi doulingo bagusssss bingittttt sumpahhhh demiii ungerrrrr,Positif
ajar ya mudah pakai kursus kursus bahasa ya tiap ajar bagus,Positif
bagus bikin ajar bos,Positif
apk ya bagus dukung lgbt rekomen,Positif
gamenya seru ajar,Positif
aplikasi nyaman bantu ajar bahasa inggris didik,Positif
bantu hari komitmen ajar langsung paham kalimat dasar,Positif
bagus kursus online tambah,Positif
lucu suka moga ajar bahasa inggris lgii,Positif
biar bintang bicara,Netral
bantu ajar bahasa inggris,Positif
duolingo seru gerat,Positif
duolingo bagus dap main kaban minta duolingo update,Positif
bahasa inggris berkat duolingo ajar ku,Positif
gue cerdas,Netral
easy understand and follow thank you,Negatif
bagus banget gampang ajar seru rekomendasi banget sih lup lup duooo,Positif
neny,Netral
also good,Negatif
mantap lumayan bantu,Positif
game bagus,Positif
aplikasi bantu untung ajar bahasa inggris korea jerman ya,Positif
lupa ajar duolingo seru banget,Positif
bagus banget aplikasi duolingo ya adik ajar bahasa inggris ajar bahasa jepang,Positif
omong keren app ya,Negatif
hati ganti energi sih susah ajar,Negatif
aplikasi bagus unduh serubisa luang ajar inggris ajar bahasa inggris duolingo,Positif
aplikasi bagus kurang iklan bagus,Positif
sangatsangat bagus,Positif
bagus ajar bahasa inggris langsung masuk otak suka bahasa inggris nilai sekolah sd kls,Positif
bicara ya error,Netral
ku pintar terima kasih ya duolingo,Positif
bantu kenal bahasa,Positif
bikin lancar bahasa inggris deh lopyo duoo,Positif
bagus and seru,Positif
keren suka,Netral
ajar didik baik,Positif
aplikasi bagus,Positif
aplikasi tergokil disiplin ajar telat ancam hahaha,Positif
moga update,Negatif
terima kasih duolingo kerja ulang mudah,Positif
terimakasih duolingo is the best,Negatif
turut anak anak homeschooling rekommendasi ku anak anak,Positif
bagusyang ajar bahasa inggris yaasekian,Positif
seru duolingo bahasa inggris,Positif
terima kasih teman ajar,Positif
aplikasi bagu,Positif
very very good,Negatif
bagus paham cepat,Positif
bagus rumit energi ya selesai bayar,Netral
lumayan cepat banyak premium ya kayak apk edit belah,Netral
jelasin jujur bagus sih ya,Positif
bagus ajar bahasa bahasa manfaat,Positif
ajar mudah,Positif
aplikasi bantu kuasa bahasa asing,Positif
bagus banget tambah tahu bingris,Positif
aplikasi bagus bangetgampang ajar lho bikin kursus,Positif
seru ajar main,Positif
sedih duolingo,Positif
bagus,Positif
bagus banget gila hapal garaa duolingo ya duolingo,Positif
jab bahasa korea,Positif
cocok banget ajar bahasa asing,Positif
oo tagih,Netral
bantu ku ajar bahasa,Positif
bagus banget langsung lancar bahasa china nya,Positif
bagus bahasa inggris minus ya energi ajar energi penuh,Positif
catur,Netral
ajar bahasa,Positif
guna ajar bahasa inggris,Positif
orang tau bahasa ajar tau,Positif
aplikasi bagus banget,Positif
bagusdan keluarga manfaat ajar bahasa inggris,Positif
berkat duolingo nilai bahasa inggris ku sekolah tingkat ya duolingo,Positif
seru banget,Positif
bgusss banget,Positif
ajar senang mudah paham ajar,Positif
godd,Netral
aplikasi ya bagus banget lebih lebihkantapi bagusdan mudah paham,Positif
bagus bantu ajar bahasa,Positif
apk ya bagus bantu masuk tolong iklan ya kurang,Netral
best app,Negatif
bantu paham bahasa asing,Positif
good job duo,Negatif
aplikasi bagus tingkat mampu ajar bahasa asing,Positif
senang,Positif
bagus banget apk ya bantu ajar bahasa jepang,Positif
seru banget ajar duolingo wajib download sih,Positif
main duolingo senang ajar paham laku ajar bahasa duolingo,Positif
kandung unsur lgbt,Netral
bagus banget bantu aplikasi seru banget rate duolingo nilai jelek inggris duolingo,Positif
tau bicara sampai bahasa inggris,Positif
bagus banget ajar bahasa ajar bahasa prancis dasar pokok apk ya best,Positif
seru banget deh ajar main dulingo,Positif
aplikasi manfaat,Positif
game anut warna warni,Netral
bantu ajar bahasa,Positif
good app for studying new language,Negatif
tolong bulan langgan daerah kota ribu bayar langsung,Negatif
aplikasi ya bagus cuman kurang ya turut bahasa arab,Positif
bagus anak,Positif
sorry your apps was good tbh until im discovering one of the story contain lgbt support shame on you,Negatif
ajar bahasamtk makasihh duolingo,Positif
aplikasi seru ajar bahasaaku pilih ajar bahasa inggris pintar pakai aplikasi,Positif
energi ya cepatt habiss,Negatif
duolingo senang,Positif
update loh lihat duolingo beku ganti avatar orang ya keren ya,Negatif
energy sucked i cant even finish two lessons and the results of the energy after streaks are gacha bring back my heart,Negatif
aplikasi bagus cocok banget mula,Positif
lopppp sekebun,Netral
delete energy system,Negatif
duolingo latih otak,Positif
bagus anak anak mula,Positif
muach,Netral
bagus latih ayo download,Positif
bagus ajar pokok top sih enak bias hias orang bintang pokok deh,Positif
bagus aplikasi suka,Positif
cool,Negatif
terimakasih ajar aplikasi,Positif
tambah tahu bahasa,Positif
bantu,Positif
bagus banget bjirr ajar malas baca bukuu,Positif
bagus iklan bintang,Positif
ajar bagus sayang konten bau lgbt,Positif
suka aplikasi ajar bahasa inggris,Positif
ajar duolingo tuh fleksibel basabasi langsung cepat paham bahasa inggris cepat thanks duolingo,Positif
aplikasi bagus bantu ajar bahasa,Positif
manfaat ajar bahasa inggris,Positif
sngatt bagus,Positif
bagus tarik,Positif
lumayan ilmu,Netral
apk bagus ajar sayang unsur lgbt apk saran anak ajar,Positif
ich liebe dich,Netral
ih pakai apk bantu banget ajar bahasa,Positif
aplikasi bagus ajar,Positif
bagus sih,Positif
suka gaya ajar ya senang mudah ajar,Positif
bantu meyenangkan,Positif
bantu ajar bahasa cepat kosakata,Positif
bagus banget latih pikir anak pokok terdebest love you,Positif
bagus paham bahasa,Positif
lumayan bagus ngasah otak,Positif
bagus plikasi ya,Positif
bagus ajar,Positif
bagus ajar bahasa,Positif
bantu cerdas,Positif
mudah paham cocok anak anak ajar,Positif
cocok anak main,Positif
game bagus ajar anak bahasa inggris jepang,Positif
duolingo is the best,Negatif
bagus pergi negeri bagus ilmu anak jaman,Positif
ya,Netral
aplikasi bagus bantu ajar bahasa fitur ingat kuat ajar suka aplikasi,Positif
batal langgan kembali masalah,Negatif
bantu ajar bahasa negara,Positif
suka keren,Netral
lumayan,Netral
ajar pakai aplikasi wajib sih ajar bahasa jepang mudah ajar karakter,Positif
wow,Netral
terimakasih duolingo,Positif
bagus sistem ajar bantu mula,Positif
oke banget,Positif
suka banget pulang sekolah lansung buka hp main duolingo,Positif
susah lanjut ajar energi kurang,Negatif
seru mudah paham,Positif
bahasa inggris,Positif
bguss bgtrr,Netral
recommend sih,Netral
icon ya lucu banget imut seru banget aplikasi ya bahasa inggris deh love you duolingo,Positif
apk ya seru banget gampang ajar pakai pokok apk ya seru banget,Positif
maaf duo,Netral
aplikasi bagus cuman pelihara maksud ya ajar muncul tulis,Positif
seru banget,Positif
duolinggo bantu ajar bahasa bahasa tarik suka ajar bahasa bahasa beda beda,Positif
apk ya bantu nol bahasa ingris pokok apk ya bagus mula,Positif
aplikasi membantubisa ajar bahasa gampang pokoknyaa dowload deh,Positif
kecewa,Netral
prilaku simpang dalam,Netral
bagus takut lgbt,Positif
duolingo ajar bahasa avatar duolingonya lucu bagus,Positif
apk bodoh salah bodoh,Negatif
bagus banget aplikasi ya bantu ajar,Positif
aplikasi bagus mudah ajar,Positif
bantu ajar mudah paham pakai apk ajar bahasa inggrismandarinjepang dll,Positif
game bagus,Positif
senang mudah difahami,Positif
bagus,Positif
doulingo bagus anak ajar bahasa,Positif
suka aplikasi tau ajar bahasa inggris love youu duolingo,Positif
bagus sih gue cepat hapal pakai lupa lupa,Netral
stop lgbt,Netral
suka banget aplikasi nilai uji bahasa inggris bagus banget duolingo,Positif
duolingo bantu asah mampu bahasa inggris pokok best banget duolingo duolingo,Positif
bagus banget,Positif
bikin pinterr,Negatif
gamenya bagus latih bahasa inggris game,Positif
aplikasih baguskarena ajar bahasa cepat lancar,Positif
bagus mek,Positif
terima kasih duolingo i love you too,Negatif
keren bahasa ingris pintar terimakasih duolingo,Positif
aplikasi cocok ajar bahasa cepat hafal,Positif
ajar fokus suka ajar main,Positif
moga bahasa mandarin pakai duolingo,Positif
bagus lgbt,Positif
ajar gratis enak bayar les mahal minus ya sih main runtun reset,Positif
seruuuuuuu,Netral
uuuu bagus banget aaaaa,Positif
gua omong inggris apknya budeg,Positif
cocok isi luang,Positif
bayar ya,Netral
great apps,Negatif
sistem energi hambat banget susah ngerjain gara gara tonton iklan tambah energi,Negatif
keren kali apk ajar bahasa inggris simple gen mau instan kayak aplikasi rekomendasi benget,Positif
biar bahasa korea suka korea ku kasih bintang,Positif
bagus banget suka deh tau bahasa inggris mudah rekomen nih ajar bahasa inggris,Positif
pokok apk duolingo bantu banget ajar bahasa asing iklan ya,Positif
aplikasi palih ajar,Positif
bagus cocok mula,Positif
sorry duo gue semangat,Negatif
i like this aplikasi its sok fun,Negatif
semenjak pakai sistem energi seru energi kurang pas jawab salah,Negatif
is the best from study,Negatif
edukasi,Netral
freaking hell habis update kapitalis banget anjinggg balikin fitur hati energi kejar leaderboard kayak paksa pakai premium astaga,Negatif
bagus erti bahasa china,Positif
aplikasi keren banget sumpaah,Positif
terimakasih duolingomaterinya sesuai,Positif
bagus ajar bahasa inggris,Positif
bagusberkualitasgampang ajar,Positif
bagus apk bagus ajar mula,Positif
bagus poll minggu ajar bahasa korea basic basicwajib download,Positif
aplikasi nya guna,Positif
membantuuuu banget,Positif
enak banget pas dengar,Positif
seru aplikasih ya semangat ajar bahasa asing,Positif
bagus aplikasi pintar bahasa jepang inggris,Positif
sempurna,Netral
bagus harap erti bahasa inggris,Positif
bagus ajar bahasa sulit paham ya,Positif
ajar bahasa,Positif
senang seru,Positif
bantu didik coba duolingo,Positif
attractive and bikin nagih ajar english bareng duolingo thank you,Negatif
mudah simpel mula,Positif
gampang paham,Positif
ajar bahasa mudah mula banget pakai apk ajar,Positif
cocok sih orang ajar bahasa,Positif
liga ngerjain mahal cari untung gua kagak,Negatif
suka,Netral
pintar,Positif
kelazz king,Netral
senang banget ajar duolingo tau bahasa inggris,Positif
bagus banget,Positif
baagguus cocok anak orang dewasa sih banyak ilmu pengetahuwan,Positif
seru gara gara teman latih banyakk bahasaa,Positif
moga manfaat bahan putus ambil,Netral
senang cocok apa bahasadan iring jalan waktusaya mahir bahasa jepang arigato gozaimasuu duolingo,Positif
bagus bagttt cuman saran gratis poin,Positif
aplikasi ajar seru,Positif
aplikasi bagus,Positif
bagus detik detik erti duolingo,Positif
duolingo is very nice fun and helpful,Negatif
thx dev,Negatif
admin ya gaul plus kocaq,Netral
